Date,Wind Spd, Wind Dir
2021/08/05 3:50,6.0,9999
2021/08/05 3:51,6.0,9999
2021/08/05 3:52,6.0,9999
2021/08/05 3:53,6.0,9999
2021/08/05 3:54,6.0,9999
2021/08/05 3:55,6.0,9999
2021/08/05 3:56,6.0,9999
2021/08/05 3:57,6.0,9999
2021/08/05 3:58,6.0,9999
2021/08/05 3:59,6.0,9999
2021/08/05 4:00,6.0,9999
2021/08/05 4:01,6.0,9999
2021/08/05 4:02,6.0,9999
2021/08/05 4:03,6.0,9999
2021/08/05 4:04,6.0,9999
2021/08/05 4:05,6.0,9999
2021/08/05 4:06,6.0,9999
2021/08/05 4:07,6.0,9999
2021/08/05 4:08,6.0,9999
2021/08/05 4:09,6.0,9999
2021/08/05 4:10,6.0,9999
2021/08/05 4:11,6.0,9999
2021/08/05 4:12,7.0,9999
2021/08/05 4:13,8.0,290
2021/08/05 4:14,8.0,9999
2021/08/05 4:15,8.0,9999
2021/08/05 4:16,8.0,9999
2021/08/05 4:17,9.0,9999
2021/08/05 4:18,9.0,9999
2021/08/05 4:19,9.0,9999
2021/08/05 4:20,9.0,9999
2021/08/05 4:21,8.0,9999
2021/08/05 4:22,8.0,9999
2021/08/05 4:23,8.0,9999
2021/08/05 4:24,9.0,9999
2021/08/05 4:25,9.0,9999
2021/08/05 4:26,9.0,9999
2021/08/05 4:27,9.0,9999
2021/08/05 4:28,9.0,9999
2021/08/05 4:29,10.0,9999
2021/08/05 4:30,10.0,9999
2021/08/05 4:31,10.0,9999
2021/08/05 4:32,10.0,9999
2021/08/05 4:33,9.0,9999
2021/08/05 4:34,9.0,9999
2021/08/05 4:35,8.0,9999
2021/08/05 4:36,8.0,9999
2021/08/05 4:37,8.0,9999
2021/08/05 4:38,8.0,9999
2021/08/05 4:39,8.0,9999
2021/08/05 4:40,8.0,9999
2021/08/05 4:41,8.0,9999
2021/08/05 4:42,7.0,9999
2021/08/05 4:43,6.0,9999
2021/08/05 4:44,6.0,9999
2021/08/05 4:45,6.0,9999
2021/08/05 4:46,6.0,9999
2021/08/05 4:47,6.0,9999
2021/08/05 4:48,6.0,9999
2021/08/05 4:49,6.0,9999
2021/08/05 4:50,6.0,9999
2021/08/05 4:51,5.0,9999
2021/08/05 4:52,6.0,9999
2021/08/05 4:53,6.0,9999
2021/08/05 4:54,6.0,9999
2021/08/05 4:55,6.0,9999
2021/08/05 4:56,6.0,9999
2021/08/05 4:57,6.0,9999
2021/08/05 4:58,6.0,9999
2021/08/05 4:59,6.0,9999
2021/08/05 5:00,6.0,9999
2021/08/05 5:01,6.0,9999
2021/08/05 5:02,6.0,9999
2021/08/05 5:03,6.0,9999
2021/08/05 5:04,6.0,9999
2021/08/05 5:05,6.0,9999
2021/08/05 5:06,6.0,9999
2021/08/05 5:07,6.0,9999
2021/08/05 5:08,6.0,9999
2021/08/05 5:09,6.0,9999
2021/08/05 5:10,6.0,9999
2021/08/05 5:11,6.0,9999
2021/08/05 5:12,6.0,9999
2021/08/05 5:13,6.0,9999
2021/08/05 5:14,6.0,9999
2021/08/05 5:15,6.0,9999
2021/08/05 5:16,6.0,9999
2021/08/05 5:17,6.0,9999
2021/08/05 5:18,6.0,9999
2021/08/05 5:19,6.0,9999
2021/08/05 5:20,6.0,9999
2021/08/05 5:21,6.0,9999
2021/08/05 5:22,6.0,9999
2021/08/05 5:23,6.0,9999
2021/08/05 5:24,6.0,9999
2021/08/05 5:25,6.0,9999
2021/08/05 5:26,6.0,9999
2021/08/05 5:27,6.0,9999
2021/08/05 5:28,6.0,9999
2021/08/05 5:29,6.0,9999
2021/08/05 5:30,6.0,9999
2021/08/05 5:31,6.0,9999
2021/08/05 5:32,6.0,9999
2021/08/05 5:33,6.0,9999
2021/08/05 5:34,6.0,9999
2021/08/05 5:35,6.0,9999
2021/08/05 5:36,6.0,9999
2021/08/05 5:37,6.0,9999
2021/08/05 5:38,6.0,9999
2021/08/05 5:39,6.0,9999
2021/08/05 5:40,6.0,9999
2021/08/05 5:41,6.0,9999
2021/08/05 5:42,6.0,9999
2021/08/05 5:43,6.0,9999
2021/08/05 5:44,6.0,9999
2021/08/05 5:45,6.0,9999
2021/08/05 5:46,6.0,9999
2021/08/05 5:47,6.0,9999
2021/08/05 5:48,6.0,9999
2021/08/05 5:49,6.0,9999
2021/08/05 5:50,5.0,9999
2021/08/05 5:51,5.0,9999
2021/08/05 5:52,5.0,9999
2021/08/05 5:53,5.0,9999
2021/08/05 5:54,5.0,9999
2021/08/05 5:55,5.0,9999
2021/08/05 5:56,5.0,9999
2021/08/05 5:57,5.0,9999
2021/08/05 5:58,6.0,9999
2021/08/05 5:59,6.0,9999
2021/08/05 6:00,6.0,9999
2021/08/05 6:01,6.0,9999
2021/08/05 6:02,6.0,9999
2021/08/05 6:03,6.0,9999
2021/08/05 6:04,6.0,9999
2021/08/05 6:05,6.0,9999
2021/08/05 6:06,6.0,9999
2021/08/05 6:07,5.0,9999
2021/08/05 6:08,5.0,9999
2021/08/05 6:09,5.0,9999
2021/08/05 6:10,5.0,9999
2021/08/05 6:11,5.0,9999
2021/08/05 6:12,5.0,9999
2021/08/05 6:13,5.0,9999
2021/08/05 6:14,5.0,9999
2021/08/05 6:15,5.0,9999
2021/08/05 6:16,5.0,9999
2021/08/05 6:17,5.0,9999
2021/08/05 6:18,5.0,9999
2021/08/05 6:19,5.0,9999
2021/08/05 6:20,5.0,9999
2021/08/05 6:21,5.0,9999
2021/08/05 6:22,5.0,9999
2021/08/05 6:23,5.0,9999
2021/08/05 6:24,5.0,9999
2021/08/05 6:25,5.0,9999
2021/08/05 6:26,5.0,9999
2021/08/05 6:27,5.0,9999
2021/08/05 6:28,5.0,9999
2021/08/05 6:29,5.0,9999
2021/08/05 6:30,5.0,9999
2021/08/05 6:31,5.0,9999
2021/08/05 6:32,5.0,9999
2021/08/05 6:33,5.0,9999
2021/08/05 6:34,5.0,9999
2021/08/05 6:35,4.0,9999
2021/08/05 6:36,4.0,9999
2021/08/05 6:37,4.0,9999
2021/08/05 6:38,4.0,9999
2021/08/05 6:39,4.0,9999
2021/08/05 6:40,5.0,9999
2021/08/05 6:41,5.0,9999
2021/08/05 6:42,5.0,9999
2021/08/05 6:43,5.0,9999
2021/08/05 6:44,5.0,9999
2021/08/05 6:45,5.0,9999
2021/08/05 6:46,5.0,9999
2021/08/05 6:47,5.0,9999
2021/08/05 6:48,5.0,9999
2021/08/05 6:49,5.0,9999
2021/08/05 6:50,4.0,9999
2021/08/05 6:51,4.0,9999
2021/08/05 6:52,4.0,9999
2021/08/05 6:53,4.0,9999
2021/08/05 6:54,4.0,9999
2021/08/05 6:55,4.0,9999
2021/08/05 6:56,4.0,9999
2021/08/05 6:57,4.0,9999
2021/08/05 6:58,4.0,9999
2021/08/05 6:59,4.0,9999
2021/08/05 7:00,5.0,9999
2021/08/05 7:01,5.0,9999
2021/08/05 7:02,5.0,9999
2021/08/05 7:03,5.0,9999
2021/08/05 7:04,5.0,9999
2021/08/05 7:05,5.0,9999
2021/08/05 7:06,5.0,9999
2021/08/05 7:07,5.0,9999
2021/08/05 7:08,5.0,9999
2021/08/05 7:09,5.0,9999
2021/08/05 7:10,5.0,9999
2021/08/05 7:11,5.0,9999
2021/08/05 7:12,5.0,9999
2021/08/05 7:13,5.0,9999
2021/08/05 7:14,5.0,9999
2021/08/05 7:15,6.0,9999
2021/08/05 7:16,6.0,9999
2021/08/05 7:17,5.0,9999
2021/08/05 7:18,5.0,9999
2021/08/05 7:19,5.0,9999
2021/08/05 7:20,6.0,9999
2021/08/05 7:21,6.0,9999
2021/08/05 7:22,6.0,9999
2021/08/05 7:23,6.0,9999
2021/08/05 7:24,6.0,9999
2021/08/05 7:25,6.0,9999
2021/08/05 7:26,6.0,9999
2021/08/05 7:27,6.0,9999
2021/08/05 7:28,6.0,9999
2021/08/05 7:29,6.0,9999
2021/08/05 7:30,6.0,9999
2021/08/05 7:31,5.0,9999
2021/08/05 7:32,5.0,9999
2021/08/05 7:33,5.0,9999
2021/08/05 7:34,5.0,9999
2021/08/05 7:35,5.0,9999
2021/08/05 7:36,5.0,9999
2021/08/05 7:37,4.0,9999
2021/08/05 7:38,5.0,9999
2021/08/05 7:39,5.0,9999
2021/08/05 7:40,5.0,9999
2021/08/05 7:41,6.0,9999
2021/08/05 7:42,6.0,9999
2021/08/05 7:43,6.0,9999
2021/08/05 7:44,6.0,9999
2021/08/05 7:45,6.0,9999
2021/08/05 7:46,6.0,9999
2021/08/05 7:47,6.0,9999
2021/08/05 7:48,6.0,9999
2021/08/05 7:49,6.0,9999
2021/08/05 7:50,6.0,9999
2021/08/05 7:51,5.0,9999
2021/08/05 7:52,5.0,9999
2021/08/05 7:53,5.0,9999
2021/08/05 7:54,5.0,9999
2021/08/05 7:55,5.0,9999
2021/08/05 7:56,5.0,9999
2021/08/05 7:57,5.0,9999
2021/08/05 7:58,5.0,9999
2021/08/05 7:59,5.0,9999
2021/08/05 8:00,5.0,9999
2021/08/05 8:01,5.0,9999
2021/08/05 8:02,5.0,9999
2021/08/05 8:03,5.0,9999
2021/08/05 8:04,5.0,9999
2021/08/05 8:05,5.0,9999
2021/08/05 8:06,5.0,9999
2021/08/05 8:07,6.0,9999
2021/08/05 8:08,6.0,9999
2021/08/05 8:09,6.0,9999
2021/08/05 8:10,6.0,9999
2021/08/05 8:11,6.0,9999
2021/08/05 8:12,6.0,9999
2021/08/05 8:13,6.0,9999
2021/08/05 8:14,6.0,9999
2021/08/05 8:15,6.0,9999
2021/08/05 8:16,6.0,9999
2021/08/05 8:17,6.0,9999
2021/08/05 8:18,6.0,9999
2021/08/05 8:19,6.0,9999
2021/08/05 8:20,6.0,9999
2021/08/05 8:21,7.0,9999
2021/08/05 8:22,7.0,9999
2021/08/05 8:23,6.0,9999
2021/08/05 8:24,6.0,9999
2021/08/05 8:25,6.0,9999
2021/08/05 8:26,7.0,9999
2021/08/05 8:27,6.0,9999
2021/08/05 8:28,6.0,9999
2021/08/05 8:29,6.0,9999
2021/08/05 8:30,6.0,9999
2021/08/05 8:31,6.0,9999
2021/08/05 8:32,6.0,9999
2021/08/05 8:33,5.0,9999
2021/08/05 8:34,5.0,9999
2021/08/05 8:35,5.0,9999
2021/08/05 8:36,5.0,9999
2021/08/05 8:37,5.0,9999
2021/08/05 8:38,5.0,9999
2021/08/05 8:39,5.0,9999
2021/08/05 8:40,5.0,9999
2021/08/05 8:41,5.0,9999
2021/08/05 8:42,5.0,9999
2021/08/05 8:43,5.0,9999
2021/08/05 8:44,5.0,9999
2021/08/05 8:45,5.0,9999
2021/08/05 8:46,6.0,9999
2021/08/05 8:47,6.0,9999
2021/08/05 8:48,6.0,9999
2021/08/05 8:49,6.0,9999
2021/08/05 8:50,6.0,9999
2021/08/05 8:51,6.0,9999
2021/08/05 8:52,5.0,9999
2021/08/05 8:53,5.0,9999
2021/08/05 8:54,5.0,9999
2021/08/05 8:55,5.0,9999
2021/08/05 8:56,5.0,9999
2021/08/05 8:57,5.0,9999
2021/08/05 8:58,5.0,9999
2021/08/05 8:59,5.0,9999
2021/08/05 9:00,5.0,9999
2021/08/05 9:01,5.0,9999
2021/08/05 9:02,5.0,9999
2021/08/05 9:03,5.0,9999
2021/08/05 9:04,6.0,9999
2021/08/05 9:05,6.0,9999
2021/08/05 9:06,5.0,9999
2021/08/05 9:07,5.0,9999
2021/08/05 9:08,4.0,9999
2021/08/05 9:09,5.0,9999
2021/08/05 9:10,5.0,9999
2021/08/05 9:11,5.0,9999
2021/08/05 9:12,5.0,9999
2021/08/05 9:13,4.0,9999
2021/08/05 9:14,4.0,9999
2021/08/05 9:15,4.0,9999
2021/08/05 9:16,4.0,9999
2021/08/05 9:17,5.0,9999
2021/08/05 9:18,5.0,9999
2021/08/05 9:19,5.0,9999
2021/08/05 9:20,5.0,9999
2021/08/05 9:21,5.0,9999
2021/08/05 9:22,5.0,9999
2021/08/05 9:23,5.0,9999
2021/08/05 9:24,5.0,9999
2021/08/05 9:25,5.0,9999
2021/08/05 9:26,5.0,9999
2021/08/05 9:27,5.0,9999
2021/08/05 9:28,5.0,9999
2021/08/05 9:29,5.0,9999
2021/08/05 9:30,5.0,9999
2021/08/05 9:31,5.0,9999
2021/08/05 9:32,4.0,9999
2021/08/05 9:33,5.0,9999
2021/08/05 9:34,5.0,9999
2021/08/05 9:35,5.0,9999
2021/08/05 9:36,5.0,9999
2021/08/05 9:37,5.0,9999
2021/08/05 9:38,5.0,9999
2021/08/05 9:39,6.0,9999
2021/08/05 9:40,6.0,9999
2021/08/05 9:41,6.0,9999
2021/08/05 9:42,6.0,9999
2021/08/05 9:43,6.0,9999
2021/08/05 9:44,6.0,9999
2021/08/05 9:45,6.0,9999
2021/08/05 9:46,6.0,9999
2021/08/05 9:47,6.0,9999
2021/08/05 9:48,6.0,9999
2021/08/05 9:49,6.0,9999
2021/08/05 9:50,5.0,9999
2021/08/05 9:51,5.0,9999
2021/08/05 9:52,5.0,9999
2021/08/05 9:53,5.0,9999
2021/08/05 9:54,6.0,9999
2021/08/05 9:55,6.0,9999
2021/08/05 9:56,6.0,9999
2021/08/05 9:57,5.0,9999
2021/08/05 9:58,5.0,9999
2021/08/05 9:59,5.0,9999
2021/08/05 10:00,6.0,9999
2021/08/05 10:01,6.0,9999
2021/08/05 10:02,6.0,9999
2021/08/05 10:03,6.0,9999
2021/08/05 10:04,5.0,9999
2021/08/05 10:05,5.0,9999
2021/08/05 10:06,5.0,9999
2021/08/05 10:07,5.0,9999
2021/08/05 10:08,6.0,9999
2021/08/05 10:09,6.0,9999
2021/08/05 10:10,6.0,9999
2021/08/05 10:11,6.0,9999
2021/08/05 10:12,6.0,9999
2021/08/05 10:13,6.0,9999
2021/08/05 10:14,6.0,9999
2021/08/05 10:15,6.0,9999
2021/08/05 10:16,6.0,9999
2021/08/05 10:17,6.0,9999
2021/08/05 10:18,6.0,9999
2021/08/05 10:19,6.0,9999
2021/08/05 10:20,5.0,9999
2021/08/05 10:21,5.0,9999
2021/08/05 10:22,5.0,9999
2021/08/05 10:23,5.0,9999
2021/08/05 10:24,5.0,9999
2021/08/05 10:25,5.0,9999
2021/08/05 10:26,5.0,9999
2021/08/05 10:27,5.0,9999
2021/08/05 10:28,5.0,9999
2021/08/05 10:29,5.0,9999
2021/08/05 10:30,5.0,9999
2021/08/05 10:31,5.0,9999
2021/08/05 10:32,5.0,9999
2021/08/05 10:33,5.0,9999
2021/08/05 10:34,5.0,9999
2021/08/05 10:35,5.0,9999
2021/08/05 10:36,5.0,9999
2021/08/05 10:37,5.0,9999
2021/08/05 10:38,6.0,9999
2021/08/05 10:39,5.0,9999
2021/08/05 10:40,5.0,9999
2021/08/05 10:41,6.0,9999
2021/08/05 10:42,6.0,9999
2021/08/05 10:43,6.0,9999
2021/08/05 10:44,6.0,9999
2021/08/05 10:45,6.0,9999
2021/08/05 10:46,7.0,9999
2021/08/05 10:47,7.0,9999
2021/08/05 10:48,7.0,9999
2021/08/05 10:49,7.0,9999
2021/08/05 10:50,8.0,9999
2021/08/05 10:51,8.0,9999
2021/08/05 10:52,8.0,9999
2021/08/05 10:53,8.0,9999
2021/08/05 10:54,8.0,9999
2021/08/05 10:55,8.0,9999
2021/08/05 10:56,8.0,9999
2021/08/05 10:57,8.0,9999
2021/08/05 10:58,7.0,9999
2021/08/05 10:59,8.0,9999
2021/08/05 11:00,7.0,9999
2021/08/05 11:01,7.0,9999
2021/08/05 11:02,7.0,9999
2021/08/05 11:03,7.0,9999
2021/08/05 11:04,7.0,9999
2021/08/05 11:05,7.0,9999
2021/08/05 11:06,8.0,9999
2021/08/05 11:07,8.0,9999
2021/08/05 11:08,9.0,9999
2021/08/05 11:09,9.0,9999
2021/08/05 11:10,9.0,9999
2021/08/05 11:11,9.0,9999
2021/08/05 11:12,8.0,9999
2021/08/05 11:13,8.0,9999
2021/08/05 11:14,8.0,9999
2021/08/05 11:15,9.0,9999
2021/08/05 11:16,8.0,9999
2021/08/05 11:17,8.0,9999
2021/08/05 11:18,8.0,9999
2021/08/05 11:19,8.0,9999
2021/08/05 11:20,9.0,9999
2021/08/05 11:21,9.0,9999
2021/08/05 11:22,9.0,9999
2021/08/05 11:23,9.0,9999
2021/08/05 11:24,9.0,9999
2021/08/05 11:25,9.0,9999
2021/08/05 11:26,9.0,9999
2021/08/05 11:27,9.0,9999
2021/08/05 11:28,9.0,9999
2021/08/05 11:29,9.0,9999
2021/08/05 11:30,9.0,9999
2021/08/05 11:31,9.0,9999
2021/08/05 11:32,9.0,9999
2021/08/05 11:33,9.0,9999
2021/08/05 11:34,9.0,9999
2021/08/05 11:35,9.0,9999
2021/08/05 11:36,9.0,9999
2021/08/05 11:37,9.0,9999
2021/08/05 11:38,8.0,9999
2021/08/05 11:39,8.0,9999
2021/08/05 11:40,8.0,9999
2021/08/05 11:41,8.0,9999
2021/08/05 11:42,8.0,9999
2021/08/05 11:43,8.0,9999
2021/08/05 11:44,9.0,9999
2021/08/05 11:45,9.0,9999
2021/08/05 11:46,9.0,9999
2021/08/05 11:47,9.0,9999
2021/08/05 11:48,10.0,9999
2021/08/05 11:49,10.0,9999
2021/08/05 11:50,9.0,9999
2021/08/05 11:51,9.0,9999
2021/08/05 11:52,9.0,9999
2021/08/05 11:53,9.0,9999
2021/08/05 11:54,9.0,9999
2021/08/05 11:55,9.0,9999
2021/08/05 11:56,8.0,9999
2021/08/05 11:57,8.0,9999
2021/08/05 11:58,7.0,9999
2021/08/05 11:59,7.0,9999
2021/08/05 12:00,8.0,9999
2021/08/05 12:01,8.0,9999
2021/08/05 12:02,8.0,9999
2021/08/05 12:03,7.0,9999
2021/08/05 12:04,7.0,9999
2021/08/05 12:05,6.0,9999
2021/08/05 12:06,6.0,9999
2021/08/05 12:07,6.0,9999
2021/08/05 12:08,6.0,9999
2021/08/05 12:09,6.0,9999
2021/08/05 12:10,6.0,9999
2021/08/05 12:11,6.0,9999
2021/08/05 12:12,6.0,9999
2021/08/05 12:13,6.0,9999
2021/08/05 12:14,6.0,9999
2021/08/05 12:15,8.0,9999
2021/08/05 12:16,8.0,9999
2021/08/05 12:17,9.0,9999
2021/08/05 12:18,9.0,9999
2021/08/05 12:19,9.0,9999
2021/08/05 12:20,9.0,9999
2021/08/05 12:21,9.0,9999
2021/08/05 12:22,10.0,9999
2021/08/05 12:23,10.0,9999
2021/08/05 12:24,10.0,9999
2021/08/05 12:25,9.0,9999
2021/08/05 12:26,9.0,9999
2021/08/05 12:27,9.0,9999
2021/08/05 12:28,8.0,9999
2021/08/05 12:29,8.0,9999
2021/08/05 12:30,8.0,9999
2021/08/05 12:31,8.0,9999
2021/08/05 12:32,7.0,9999
2021/08/05 12:33,7.0,9999
2021/08/05 12:34,7.0,9999
2021/08/05 12:35,7.0,9999
2021/08/05 12:36,6.0,9999
2021/08/05 12:37,6.0,9999
2021/08/05 12:38,6.0,9999
2021/08/05 12:39,6.0,9999
2021/08/05 12:40,6.0,9999
2021/08/05 12:41,6.0,9999
2021/08/05 12:42,6.0,9999
2021/08/05 12:43,7.0,9999
2021/08/05 12:44,8.0,9999
2021/08/05 12:45,8.0,9999
2021/08/05 12:46,8.0,9999
2021/08/05 12:47,8.0,9999
2021/08/05 12:48,9.0,9999
2021/08/05 12:49,9.0,9999
2021/08/05 12:50,9.0,9999
2021/08/05 12:51,9.0,9999
2021/08/05 12:52,9.0,9999
2021/08/05 12:53,9.0,9999
2021/08/05 12:54,10.0,9999
