Date,Wind Spd, Wind Dir
2021/07/10 0:00,0.0,0
2021/07/10 0:01,0.0,0
2021/07/10 0:02,0.0,0
2021/07/10 0:03,0.0,0
2021/07/10 0:04,0.0,0
2021/07/10 0:05,0.0,0
2021/07/10 0:06,0.0,0
2021/07/10 0:07,0.0,0
2021/07/10 0:08,0.0,0
2021/07/10 0:09,0.0,0
2021/07/10 0:10,0.0,0
2021/07/10 0:11,0.0,0
2021/07/10 0:12,0.0,0
2021/07/10 0:13,0.0,0
2021/07/10 0:14,0.0,0
2021/07/10 0:15,0.0,0
2021/07/10 0:16,0.0,0
2021/07/10 0:17,0.0,0
2021/07/10 0:18,0.0,0
2021/07/10 0:19,0.0,0
2021/07/10 0:20,0.0,0
2021/07/10 0:21,0.0,0
2021/07/10 0:22,0.0,0
2021/07/10 0:23,0.0,0
2021/07/10 0:24,0.0,0
2021/07/10 0:25,0.0,0
2021/07/10 0:26,0.0,0
2021/07/10 0:27,0.0,0
2021/07/10 0:28,0.0,0
2021/07/10 0:29,0.0,0
2021/07/10 0:30,0.0,0
2021/07/10 0:31,0.0,0
2021/07/10 0:32,0.0,0
2021/07/10 0:33,0.0,0
2021/07/10 0:34,0.0,0
2021/07/10 0:35,0.0,0
2021/07/10 0:36,0.0,0
2021/07/10 0:37,0.0,0
2021/07/10 0:38,0.0,0
2021/07/10 0:39,0.0,0
2021/07/10 0:40,0.0,0
2021/07/10 0:41,0.0,0
2021/07/10 0:42,0.0,0
2021/07/10 0:43,0.0,0
2021/07/10 0:44,0.0,0
2021/07/10 0:45,0.0,0
2021/07/10 0:46,0.0,0
2021/07/10 0:47,0.0,0
2021/07/10 0:48,0.0,0
2021/07/10 0:49,0.0,0
2021/07/10 0:50,0.0,0
2021/07/10 0:51,0.0,0
2021/07/10 0:52,0.0,0
2021/07/10 0:53,0.0,0
2021/07/10 0:54,0.0,0
2021/07/10 0:55,0.0,0
2021/07/10 0:56,0.0,0
2021/07/10 0:57,0.0,0
2021/07/10 0:58,0.0,0
2021/07/10 0:59,0.0,0
2021/07/10 1:00,0.0,0
2021/07/10 1:01,0.0,0
2021/07/10 1:02,0.0,0
2021/07/10 1:03,0.0,0
2021/07/10 1:04,0.0,0
2021/07/10 1:05,0.0,0
2021/07/10 1:06,0.0,0
2021/07/10 1:07,0.0,0
2021/07/10 1:08,0.0,0
2021/07/10 1:09,0.0,0
2021/07/10 1:10,0.0,0
2021/07/10 1:11,0.0,0
2021/07/10 1:12,0.0,0
2021/07/10 1:13,0.0,0
2021/07/10 1:14,0.0,0
2021/07/10 1:15,0.0,0
2021/07/10 1:16,0.0,0
2021/07/10 1:17,0.0,0
2021/07/10 1:18,0.0,0
2021/07/10 1:19,0.0,0
2021/07/10 1:20,0.0,0
2021/07/10 1:21,0.0,0
2021/07/10 1:22,0.0,0
2021/07/10 1:23,0.0,0
2021/07/10 1:24,0.0,0
2021/07/10 1:25,0.0,0
2021/07/10 1:26,1.0,9999
2021/07/10 1:27,1.0,9999
2021/07/10 1:28,1.0,9999
2021/07/10 1:29,1.0,9999
2021/07/10 1:30,1.0,9999
2021/07/10 1:31,1.0,9999
2021/07/10 1:32,1.0,9999
2021/07/10 1:33,1.0,9999
2021/07/10 1:34,0.0,0
2021/07/10 1:35,0.0,0
2021/07/10 1:36,0.0,0
2021/07/10 1:37,0.0,0
2021/07/10 1:38,0.0,0
2021/07/10 1:39,0.0,0
2021/07/10 1:40,0.0,0
2021/07/10 1:41,0.0,0
2021/07/10 1:42,0.0,0
2021/07/10 1:43,0.0,0
2021/07/10 1:44,0.0,0
2021/07/10 1:45,0.0,0
2021/07/10 1:46,0.0,0
2021/07/10 1:47,0.0,0
2021/07/10 1:48,0.0,0
2021/07/10 1:49,0.0,0
2021/07/10 1:50,0.0,0
2021/07/10 1:51,0.0,0
2021/07/10 1:52,0.0,0
2021/07/10 1:53,0.0,0
2021/07/10 1:54,0.0,0
2021/07/10 1:55,0.0,0
2021/07/10 1:56,0.0,0
