Date,Wind Spd, Wind Dir
2021/07/16 0:00,0.0,0
2021/07/16 0:01,0.0,0
2021/07/16 0:02,0.0,0
2021/07/16 0:03,0.0,0
2021/07/16 0:04,0.0,0
2021/07/16 0:05,0.0,0
2021/07/16 0:06,0.0,0
2021/07/16 0:07,0.0,0
2021/07/16 0:08,0.0,0
2021/07/16 0:09,0.0,0
2021/07/16 0:10,0.0,0
2021/07/16 0:11,0.0,0
2021/07/16 0:12,0.0,0
2021/07/16 0:13,0.0,0
2021/07/16 0:14,0.0,0
2021/07/16 0:15,0.0,0
2021/07/16 0:16,0.0,0
2021/07/16 0:17,0.0,0
2021/07/16 0:18,0.0,0
2021/07/16 0:19,0.0,0
2021/07/16 0:20,0.0,0
2021/07/16 0:21,0.0,0
2021/07/16 0:22,0.0,0
2021/07/16 0:23,0.0,0
2021/07/16 0:24,0.0,0
2021/07/16 0:25,0.0,0
2021/07/16 0:26,0.0,0
2021/07/16 0:27,0.0,0
2021/07/16 0:28,0.0,0
2021/07/16 0:29,0.0,0
2021/07/16 0:30,0.0,0
2021/07/16 0:31,0.0,0
2021/07/16 0:32,0.0,0
2021/07/16 0:33,0.0,0
2021/07/16 0:34,0.0,0
2021/07/16 0:35,0.0,0
2021/07/16 0:36,0.0,0
2021/07/16 0:37,0.0,0
2021/07/16 0:38,0.0,0
2021/07/16 0:39,0.0,0
2021/07/16 0:40,0.0,0
2021/07/16 0:41,0.0,0
2021/07/16 0:42,0.0,0
2021/07/16 0:43,0.0,0
2021/07/16 0:44,0.0,0
2021/07/16 0:45,0.0,0
2021/07/16 0:46,0.0,0
2021/07/16 0:47,0.0,0
2021/07/16 0:48,0.0,0
2021/07/16 0:49,0.0,0
2021/07/16 0:50,0.0,0
2021/07/16 0:51,0.0,0
2021/07/16 0:52,0.0,0
2021/07/16 0:53,0.0,0
2021/07/16 0:54,0.0,0
2021/07/16 0:55,0.0,0
2021/07/16 0:56,0.0,0
2021/07/16 0:57,0.0,0
2021/07/16 0:58,0.0,0
2021/07/16 0:59,0.0,0
2021/07/16 1:00,1.0,79
2021/07/16 1:01,1.0,79
2021/07/16 1:02,1.0,79
2021/07/16 1:03,1.0,79
2021/07/16 1:04,1.0,79
2021/07/16 1:05,1.0,25
2021/07/16 1:06,1.0,25
2021/07/16 1:07,1.0,24
2021/07/16 1:08,1.0,24
2021/07/16 1:09,1.0,24
2021/07/16 1:10,1.0,9999
2021/07/16 1:11,1.0,9999
2021/07/16 1:12,0.0,0
2021/07/16 1:13,0.0,0
2021/07/16 1:14,0.0,0
2021/07/16 1:15,0.0,0
2021/07/16 1:16,0.0,0
2021/07/16 1:17,0.0,0
2021/07/16 1:18,0.0,0
2021/07/16 1:19,0.0,0
2021/07/16 1:20,0.0,0
2021/07/16 1:21,0.0,0
2021/07/16 1:22,0.0,0
2021/07/16 1:23,0.0,0
2021/07/16 1:24,0.0,0
2021/07/16 1:25,0.0,0
2021/07/16 1:26,0.0,0
2021/07/16 1:27,0.0,0
2021/07/16 1:28,0.0,0
2021/07/16 1:29,0.0,0
2021/07/16 1:30,0.0,0
2021/07/16 1:31,0.0,0
2021/07/16 1:32,0.0,0
2021/07/16 1:33,0.0,0
2021/07/16 1:34,0.0,0
2021/07/16 1:35,0.0,0
2021/07/16 1:36,0.0,0
2021/07/16 1:37,0.0,0
2021/07/16 1:38,0.0,0
2021/07/16 1:39,0.0,0
2021/07/16 1:40,0.0,0
2021/07/16 1:41,0.0,0
2021/07/16 1:42,0.0,0
2021/07/16 1:43,0.0,0
2021/07/16 1:44,0.0,0
2021/07/16 1:45,0.0,0
2021/07/16 1:46,0.0,0
2021/07/16 1:47,0.0,0
2021/07/16 1:48,0.0,0
2021/07/16 1:49,0.0,0
2021/07/16 1:50,0.0,0
2021/07/16 1:51,0.0,0
2021/07/16 1:52,0.0,0
2021/07/16 1:53,0.0,0
2021/07/16 1:54,0.0,0
2021/07/16 1:55,0.0,0
2021/07/16 1:56,0.0,0
2021/07/16 1:57,0.0,0
2021/07/16 1:58,0.0,0
2021/07/16 1:59,0.0,0
2021/07/16 2:00,0.0,0
2021/07/16 2:01,0.0,0
2021/07/16 2:02,0.0,0
2021/07/16 2:03,0.0,0
2021/07/16 2:04,0.0,0
2021/07/16 2:05,0.0,0
2021/07/16 2:06,0.0,0
2021/07/16 2:07,0.0,0
2021/07/16 2:08,0.0,0
2021/07/16 2:09,0.0,0
2021/07/16 2:10,0.0,0
2021/07/16 2:11,0.0,0
2021/07/16 2:12,0.0,0
2021/07/16 2:13,0.0,0
2021/07/16 2:14,0.0,0
2021/07/16 2:15,0.0,0
2021/07/16 2:16,0.0,0
2021/07/16 2:17,0.0,0
2021/07/16 2:18,0.0,0
2021/07/16 2:19,0.0,0
2021/07/16 2:20,0.0,0
2021/07/16 2:21,0.0,0
2021/07/16 2:22,0.0,0
2021/07/16 2:23,0.0,0
2021/07/16 2:24,0.0,0
2021/07/16 2:25,0.0,0
